id,question,reference_answer,student_answer,label
VB.22c.535.1,Describe what the graph tells you about the relationship between the number of scoops of fertilizer and the mass of beans harvested?,"When less than 3 scoops of fertilizer are used, the more fertilizer used, the greater the mass of beans harvested. When more than 3 scoops of fertilizer are used, the more fertilizer used, the less the mass of beans harvested.",If there are the mass of the beans and the fertilizer they will be different.,3
VB.22c.542.1,Describe what the graph tells you about the relationship between the number of scoops of fertilizer and the mass of beans harvested?,"When less than 3 scoops of fertilizer are used, the more fertilizer used, the greater the mass of beans harvested. When more than 3 scoops of fertilizer are used, the more fertilizer used, the less the mass of beans harvested.",The mass of beans harvested is getting bigger and higher.,1
VB.22c.545.1,Describe what the graph tells you about the relationship between the number of scoops of fertilizer and the mass of beans harvested?,"When less than 3 scoops of fertilizer are used, the more fertilizer used, the greater the mass of beans harvested. When more than 3 scoops of fertilizer are used, the more fertilizer used, the less the mass of beans harvested.",The mass of beans harvested is getting bigger and the scoops of fertilizer is getting higher.,1
VB.22c.628.1,Describe what the graph tells you about the relationship between the number of scoops of fertilizer and the mass of beans harvested?,"When less than 3 scoops of fertilizer are used, the more fertilizer used, the greater the mass of beans harvested. When more than 3 scoops of fertilizer are used, the more fertilizer used, the less the mass of beans harvested.",If you put 0 scoops 0.2 beans will come out. If you put 4 scoops 1.2 beans will come out.,2
VB.22c.632.1,Describe what the graph tells you about the relationship between the number of scoops of fertilizer and the mass of beans harvested?,"When less than 3 scoops of fertilizer are used, the more fertilizer used, the greater the mass of beans harvested. When more than 3 scoops of fertilizer are used, the more fertilizer used, the less the mass of beans harvested.","0 scoops it got 0.2, one scoop got 0.7, 2 scoops it got 1.2, 3 scoops got 1.5, 4 scoops it got 1.2.",2
VB.22c.634.1,Describe what the graph tells you about the relationship between the number of scoops of fertilizer and the mass of beans harvested?,"When less than 3 scoops of fertilizer are used, the more fertilizer used, the greater the mass of beans harvested. When more than 3 scoops of fertilizer are used, the more fertilizer used, the less the mass of beans harvested.",The lower the higher the higher the lower.,3
VB.22c.636.1,Describe what the graph tells you about the relationship between the number of scoops of fertilizer and the mass of beans harvested?,"When less than 3 scoops of fertilizer are used, the more fertilizer used, the greater the mass of beans harvested. When more than 3 scoops of fertilizer are used, the more fertilizer used, the less the mass of beans harvested.",That if she puts 3 scoops the beans will have more mass and the more fertilizer the less mass it has.,0
VB.22c.638.1,Describe what the graph tells you about the relationship between the number of scoops of fertilizer and the mass of beans harvested?,"When less than 3 scoops of fertilizer are used, the more fertilizer used, the greater the mass of beans harvested. When more than 3 scoops of fertilizer are used, the more fertilizer used, the less the mass of beans harvested.",The higher the scoops the more but just 3 and down.,2
VB.22c.648.1,Describe what the graph tells you about the relationship between the number of scoops of fertilizer and the mass of beans harvested?,"When less than 3 scoops of fertilizer are used, the more fertilizer used, the greater the mass of beans harvested. When more than 3 scoops of fertilizer are used, the more fertilizer used, the less the mass of beans harvested.",At first it gets higher and higher but when it reaches 3 scoops it starts decreasing.,2
VB.42.381.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",As the number of blocks increases the distance decreases.,0
VB.42.384.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",As the blocks increase the distance decreases.,0
VB.42.394.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.","The more blocks you put on the truck the farther it gets, in meters.",1
VB.42.401.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.","As the number of blocks increases, the distance increase.",1
VB.42.404.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The relationship is as the number of blocks increases the distance decreases.,2
VB.42.406.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The more blocks the shorter the distance traveled.,0
VB.42.416.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",Once he added one more the mass was slower and that is what he showed on the graph.,2
VB.42.419.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The distance goes up one every time also the number of blocks.,1
VB.42.423.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",It went farther with less blocks and it went no farther with more blocks.,1
VB.42.429.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The relationship between the independent and the dependent variable is the more load the slower the truck will go.,2
VB.42.432.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",One shows the number of blocks and one shows the distance of how far they went.,3
VB.42.440.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The more blocks the harder the truck tries to go faster causing it to go slower.,2
VB.42.448.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",Every time he put a block in it went 5 meters shorter.,0
VB.42.452.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.","The more the block, the less it goes, the less the blocks, the farther it goes.",0
VB.42.462.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The relationship is it goes down one every time you add a block.,0
VB.42.466.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The relationship between the number of blocks and the distance traveled by the truck in 10 seconds is that they both change how far the truck goes.,2
VB.42.475.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The relationship is that the less blocks the toy truck has the more it will carry and the more blocks the less it can carry.,0
VB.42.477.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The relationship between the number of blocks and the distance is that it decreases every time and all of it decreases together.,1
VB.42.481.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The relationship is that the more blocks that you put in the truck the less distance it will cover.,0
VB.42.497.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The more blocks he puts in the truck the less the truck will travel.,0
VB.42.501.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",That it is increasing by the matter of seconds.,3
VB.42.503.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The more number of blocks the less distance it goes or the less block the more distance.,0
VB.42.523.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The number of blocks is measuring by meters.,3
VB.42.530.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",If the truck has less blocks it goes further.,0
VB.42.533.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The more blocks you add the less distance it would go. It would have more mass.,0
VB.42.535.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The more blocks Don added the slower the toy truck will go.,2
VB.42.539.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",That will more number of blocks the slower it goes.,2
VB.42.542.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The distance of the meter is going lower. The number of blocks is going lower too.,1
VB.42.545.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The distance of the meter is going lower. Number of blocks is getting lower too.,1
VB.42.626.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The more blocks added the farther it went.,1
VB.42.632.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The more blocks the less it goes.,0
VB.42.634.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",It goes up each one.,1
VB.42.636.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The relationship is that each time he add a block it goes about one meter lower.,0
VB.42.638.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The more blocks the less it will go.,0
VB.42.639.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The more blocks it carried the less farther it would go.,0
VB.42.643.1,Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The more blocks the less meters it goes.,0
VB.15a.381.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,Where she threw the ball.,0
VB.15a.384.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,Where you throw the ball from.,0
VB.15a.388.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,Throwing the ball from the same line.,0
VB.15a.397.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,"The size, mass, and whether or not they take a running start, stay in front of the line or 2 step start.",3
VB.15a.399.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,Where they throw their ball from.,0
VB.15a.401.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,They controlled where they throw their ball.,0
VB.15a.404.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,Where they threw.,0
VB.15a.416.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,That they all threw their ball at the same place.,0
VB.15a.419.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,The girls controlled the basketball and baseball. Also a football.,3
VB.15a.423.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,They all used a ball.,3
VB.15a.429.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,Where they let go of the ball.,0
VB.15a.432.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,How far the balls went in the field.,3
VB.15a.440.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,They had to throw at a line.,0
VB.15a.444.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,They all threw the ball at the line.,0
VB.15a.452.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,Where they threw it from.,0
VB.15a.458.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,Where they threw their ball from.,0
VB.15a.466.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,The variable the girls controlled was the way they threw the ball.,3
VB.15a.471.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,They controlled the line.,0
VB.15a.477.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,The variable they controlled was bringing their own balls.,3
VB.15a.483.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,Where the place they had to throw the ball from.,0
VB.15a.489.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,The controlled the line where they were going to throw the ball.,0
VB.15a.496.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,Throwing the ball.,3
VB.15a.501.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,The balls.,3
VB.15a.503.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,She controlled her energy to throw more.,3
VB.15a.511.1,"3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?",The launch position (line on the playground) is the variable that is controlled.,"How they stood in the line, and how far they are.",0
